"cluster"	"Expression_class"	"miRNAcluster_sign"	"signature"	"minimal_number_DB"	"Cluster_members"	"miRNA_targets"
"cl51_chr1"	"1"	"down"	"down"	"4"	"hsa-miR-137/hsa-miR-2682-5p/hsa-miR-2682-3p"	"hsa-miR-137:ALDH1A2/hsa-miR-137:ARHGEF7/hsa-miR-137:CXCL12/hsa-miR-137:CYB5R4/hsa-miR-137:DCDC2/hsa-miR-137:DCP1A/hsa-miR-137:FAM76B/hsa-miR-137:GRIA4/hsa-miR-137:IGFBP5/hsa-miR-137:IMPA2/hsa-miR-137:MARK1/hsa-miR-137:MXD1/hsa-miR-137:NFIB/hsa-miR-137:PDLIM3/hsa-miR-137:PHF20/hsa-miR-137:PHF3/hsa-miR-137:RBMS3/hsa-miR-137:SLC1A5/hsa-miR-137:SLC6A15/hsa-miR-137:SSX2IP/hsa-miR-137:STK38/hsa-miR-137:TCF12"
"cl51_chr1"	"3"	"up"	"down"	"2"	"hsa-miR-137/hsa-miR-2682-5p/hsa-miR-2682-3p"	"hsa-miR-137:ADAM23/hsa-miR-137:AKAP6/hsa-miR-137:ANGPTL2/hsa-miR-137:ARHGEF10/hsa-miR-137:ATP8A1/hsa-miR-137:B3GALNT2/hsa-miR-137:CALD1/hsa-miR-137:CCNL2/hsa-miR-137:CDK6/hsa-miR-137:CMTM3/hsa-miR-137:COLEC12/hsa-miR-137:CREB5/hsa-miR-137:CRYZ/hsa-miR-137:FBXL7/hsa-miR-137:FCHSD1/hsa-miR-137:FRMD6/hsa-miR-137:GPBP1L1/hsa-miR-137:GPR85/hsa-miR-137:GRIA1/hsa-miR-137:HDAC4/hsa-miR-137:JAKMIP2/hsa-miR-137:KCNA3/hsa-miR-137:MAN2A1/hsa-miR-137:MAP2K6/hsa-miR-137:MAPKAPK2/hsa-miR-137:MYO1B/hsa-miR-137:PCGF5/hsa-miR-137:PGM2/hsa-miR-137:PLEKHO2/hsa-miR-137:POU3F2/hsa-miR-137:RAVER2/hsa-miR-137:ROBO2/hsa-miR-137:S100A11/hsa-miR-137:SAMD13/hsa-miR-137:SOCS6/hsa-miR-137:STK3/hsa-miR-137:SYT1/hsa-miR-137:TCERG1L/hsa-miR-137:TCF4/hsa-miR-137:TRIM6/hsa-miR-137:UBXN4/hsa-miR-137:ZMAT4/hsa-miR-137:ZSCAN20"
"cl51_chr1"	"3"	"up"	"down"	"3"	"hsa-miR-137/hsa-miR-2682-5p/hsa-miR-2682-3p"	"hsa-miR-137:ADAM23/hsa-miR-137:ANGPTL2/hsa-miR-137:B3GALNT2/hsa-miR-137:CDK6/hsa-miR-137:CREB5/hsa-miR-137:FBXL7/hsa-miR-137:FRMD6/hsa-miR-137:GPR85/hsa-miR-137:GRIA1/hsa-miR-137:MAN2A1/hsa-miR-137:MAPKAPK2/hsa-miR-137:MYO1B/hsa-miR-137:PCGF5/hsa-miR-137:PGM2/hsa-miR-137:PLEKHO2/hsa-miR-137:RAVER2/hsa-miR-137:SOCS6/hsa-miR-137:STK3/hsa-miR-137:SYT1/hsa-miR-137:TCF4/hsa-miR-137:ZMAT4"
"cl51_chr1"	"3"	"up"	"down"	"4"	"hsa-miR-137/hsa-miR-2682-5p/hsa-miR-2682-3p"	"hsa-miR-137:ADAM23/hsa-miR-137:B3GALNT2/hsa-miR-137:FBXL7/hsa-miR-137:GPR85/hsa-miR-137:MAN2A1/hsa-miR-137:MAPKAPK2/hsa-miR-137:RAVER2/hsa-miR-137:SYT1/hsa-miR-137:TCF4/hsa-miR-137:ZMAT4"
"cl81_chr1"	"1"	"down"	"up"	"2"	"hsa-miR-199a-5p/hsa-miR-199a-3p/hsa-miR-214-5p/hsa-miR-214-3p/hsa-miR-3120-3p/hsa-miR-3120-5p"	"hsa-miR-199a-3p:ABCA1/hsa-miR-199a-3p:ABL2/hsa-miR-199a-3p:CDK17/hsa-miR-199a-3p:CNIH2/hsa-miR-199a-3p:CPEB4/hsa-miR-199a-3p:CSRP2/hsa-miR-199a-3p:DNMT3A/hsa-miR-199a-3p:DUSP5/hsa-miR-199a-3p:FGF2/hsa-miR-199a-3p:IFFO2/hsa-miR-199a-3p:MLLT6/hsa-miR-199a-3p:MYO10/hsa-miR-199a-3p:NET1/hsa-miR-199a-3p:PDE4B/hsa-miR-199a-3p:PLCB1/hsa-miR-199a-3p:PTPRZ1/hsa-miR-199a-3p:PURA/hsa-miR-199a-3p:RAPGEFL1/hsa-miR-199a-3p:SH3PXD2A/hsa-miR-199a-3p:SLC22A5/hsa-miR-199a-3p:SMOC1/hsa-miR-199a-3p:SP1/hsa-miR-199a-3p:ST6GAL2/hsa-miR-199a-3p:STIM2/hsa-miR-199a-3p:TSPAN14/hsa-miR-199a-3p:VGLL4/hsa-miR-199a-3p:ZBTB43/hsa-miR-199a-3p:ZHX2/hsa-miR-199a-5p:ABCA1/hsa-miR-199a-5p:ABCD2/hsa-miR-199a-5p:ACHE/hsa-miR-199a-5p:AMIGO1/hsa-miR-199a-5p:ATP6V0A1/hsa-miR-199a-5p:ATP6V1C2/hsa-miR-199a-5p:BHMT/hsa-miR-199a-5p:BLCAP/hsa-miR-199a-5p:CDK9/hsa-miR-199a-5p:CEP68/hsa-miR-199a-5p:CHN2/hsa-miR-199a-5p:CINP/hsa-miR-199a-5p:CLIP1/hsa-miR-199a-5p:CMTM4/hsa-miR-199a-5p:COLQ/hsa-miR-199a-5p:CRLS1/hsa-miR-199a-5p:CYB561/hsa-miR-199a-5p:CYB5R2/hsa-miR-199a-5p:DAPK1/hsa-miR-199a-5p:DCLK3/hsa-miR-199a-5p:DLC1/hsa-miR-199a-5p:EDARADD/hsa-miR-199a-5p:EPHA4/hsa-miR-199a-5p:EPHA7/hsa-miR-199a-5p:EPHB6/hsa-miR-199a-5p:FGF20/hsa-miR-199a-5p:FZD6/hsa-miR-199a-5p:GABRE/hsa-miR-199a-5p:GPATCH8/hsa-miR-199a-5p:GPR62/hsa-miR-199a-5p:GSG1L/hsa-miR-199a-5p:GSS/hsa-miR-199a-5p:IFFO2/hsa-miR-199a-5p:IFT57/hsa-miR-199a-5p:IL12RB2/hsa-miR-199a-5p:LDOC1/hsa-miR-199a-5p:LIN7C/hsa-miR-199a-5p:LPIN1/hsa-miR-199a-5p:LPXN/hsa-miR-199a-5p:LRP4/hsa-miR-199a-5p:MAP3K12/hsa-miR-199a-5p:MAPRE2/hsa-miR-199a-5p:MFHAS1/hsa-miR-199a-5p:NOTUM/hsa-miR-199a-5p:NPAS2/hsa-miR-199a-5p:NPNT/hsa-miR-199a-5p:ONECUT2/hsa-miR-199a-5p:PLEKHF2/hsa-miR-199a-5p:PLXNA2/hsa-miR-199a-5p:PMP22/hsa-miR-199a-5p:POU6F1/hsa-miR-199a-5p:PPP6C/hsa-miR-199a-5p:PREPL/hsa-miR-199a-5p:PYGL/hsa-miR-199a-5p:RAB11FIP1/hsa-miR-199a-5p:RANBP3/hsa-miR-199a-5p:RND1/hsa-miR-199a-5p:ROGDI/hsa-miR-199a-5p:SEC24A/hsa-miR-199a-5p:SGCB/hsa-miR-199a-5p:SGSH/hsa-miR-199a-5p:SH3PXD2A/hsa-miR-199a-5p:SLC16A14/hsa-miR-199a-5p:SLC24A4/hsa-miR-199a-5p:SMOC1/hsa-miR-199a-5p:SORCS3/hsa-miR-199a-5p:SP1/hsa-miR-199a-5p:SRGAP3/hsa-miR-199a-5p:STOX2/hsa-miR-199a-5p:SYT11/hsa-miR-199a-5p:TCHH/hsa-miR-199a-5p:TGFA/hsa-miR-199a-5p:TMEM132B/hsa-miR-199a-5p:TMEM9/hsa-miR-199a-5p:TMPRSS13/hsa-miR-199a-5p:TMTC4/hsa-miR-199a-5p:TNFRSF19/hsa-miR-199a-5p:TSPAN5/hsa-miR-199a-5p:TST/hsa-miR-199a-5p:TTBK1/hsa-miR-199a-5p:USH1G/hsa-miR-199a-5p:USP46/hsa-miR-199a-5p:VAMP4/hsa-miR-199a-5p:WIF1/hsa-miR-199a-5p:ZDHHC22/hsa-miR-199a-5p:ZFP2/hsa-miR-199a-5p:ZNF425/hsa-miR-199a-5p:ZNF462/hsa-miR-199a-5p:ZNF503"
"cl81_chr1"	"1"	"down"	"up"	"3"	"hsa-miR-199a-5p/hsa-miR-199a-3p/hsa-miR-214-5p/hsa-miR-214-3p/hsa-miR-3120-3p/hsa-miR-3120-5p"	"hsa-miR-199a-3p:ABCA1/hsa-miR-199a-3p:CNIH2/hsa-miR-199a-3p:CPEB4/hsa-miR-199a-3p:DNMT3A/hsa-miR-199a-3p:DUSP5/hsa-miR-199a-3p:MLLT6/hsa-miR-199a-3p:MYO10/hsa-miR-199a-3p:PDE4B/hsa-miR-199a-3p:SMOC1/hsa-miR-199a-3p:SP1/hsa-miR-199a-3p:TSPAN14/hsa-miR-199a-3p:ZHX2/hsa-miR-199a-5p:ABCA1/hsa-miR-199a-5p:BLCAP/hsa-miR-199a-5p:EPHA7/hsa-miR-199a-5p:FZD6/hsa-miR-199a-5p:LIN7C/hsa-miR-199a-5p:MAP3K12/hsa-miR-199a-5p:MFHAS1/hsa-miR-199a-5p:NPAS2/hsa-miR-199a-5p:PLXNA2/hsa-miR-199a-5p:PMP22/hsa-miR-199a-5p:RND1/hsa-miR-199a-5p:SLC24A4/hsa-miR-199a-5p:SORCS3/hsa-miR-199a-5p:SP1/hsa-miR-199a-5p:SRGAP3/hsa-miR-199a-5p:TSPAN5/hsa-miR-199a-5p:TST/hsa-miR-199a-5p:USP46/hsa-miR-199a-5p:ZFP2"
"cl81_chr1"	"1"	"down"	"down"	"2"	"hsa-miR-199a-5p/hsa-miR-199a-3p/hsa-miR-214-5p/hsa-miR-214-3p/hsa-miR-3120-3p/hsa-miR-3120-5p"	"hsa-miR-199a-3p:ADAMTSL3/hsa-miR-199a-3p:CBLB/hsa-miR-199a-3p:CELF1/hsa-miR-199a-3p:COL4A5/hsa-miR-199a-3p:CRIM1/hsa-miR-199a-3p:CXCL12/hsa-miR-199a-3p:DLX2/hsa-miR-199a-3p:FAM76B/hsa-miR-199a-3p:GOLIM4/hsa-miR-199a-3p:HACE1/hsa-miR-199a-3p:KLF12/hsa-miR-199a-3p:KLF13/hsa-miR-199a-3p:MAP3K4/hsa-miR-199a-3p:NLK/hsa-miR-199a-3p:PAWR/hsa-miR-199a-3p:PDE8A/hsa-miR-199a-3p:RFX7/hsa-miR-199a-3p:SDC2/hsa-miR-199a-3p:SEMA3A/hsa-miR-199a-3p:TGIF2/hsa-miR-199a-3p:ZEB1/hsa-miR-199a-5p:ABCC5/hsa-miR-199a-5p:ABCC6/hsa-miR-199a-5p:ABTB2/hsa-miR-199a-5p:ADAMTS6/hsa-miR-199a-5p:ADAMTSL3/hsa-miR-199a-5p:ADCY7/hsa-miR-199a-5p:ADK/hsa-miR-199a-5p:ALDH1A3/hsa-miR-199a-5p:ANK3/hsa-miR-199a-5p:APOL1/hsa-miR-199a-5p:ARHGAP19/hsa-miR-199a-5p:ARHGEF7/hsa-miR-199a-5p:ATP1B3/hsa-miR-199a-5p:BTBD3/hsa-miR-199a-5p:BTG2/hsa-miR-199a-5p:CDADC1/hsa-miR-199a-5p:CECR2/hsa-miR-199a-5p:COL11A1/hsa-miR-199a-5p:CRB1/hsa-miR-199a-5p:DCDC1/hsa-miR-199a-5p:DCDC2/hsa-miR-199a-5p:DEK/hsa-miR-199a-5p:DPAGT1/hsa-miR-199a-5p:DPY19L3/hsa-miR-199a-5p:EEF1A1/hsa-miR-199a-5p:ENO3/hsa-miR-199a-5p:ETV6/hsa-miR-199a-5p:FAM76B/hsa-miR-199a-5p:FIGN/hsa-miR-199a-5p:GANAB/hsa-miR-199a-5p:GPR180/hsa-miR-199a-5p:GRIA4/hsa-miR-199a-5p:GRID1/hsa-miR-199a-5p:GRIK3/hsa-miR-199a-5p:HACE1/hsa-miR-199a-5p:HHIP/hsa-miR-199a-5p:IL2RA/hsa-miR-199a-5p:ITGA8/hsa-miR-199a-5p:KDM1B/hsa-miR-199a-5p:KLF12/hsa-miR-199a-5p:KLHL24/hsa-miR-199a-5p:LAMC1/hsa-miR-199a-5p:LHX4/hsa-miR-199a-5p:LYRM2/hsa-miR-199a-5p:MID1IP1/hsa-miR-199a-5p:MLX/hsa-miR-199a-5p:MS4A6A/hsa-miR-199a-5p:NBR1/hsa-miR-199a-5p:NFYA/hsa-miR-199a-5p:NLK/hsa-miR-199a-5p:OMD/hsa-miR-199a-5p:OSR1/hsa-miR-199a-5p:OTX1/hsa-miR-199a-5p:PAPLN/hsa-miR-199a-5p:PDE5A/hsa-miR-199a-5p:PDPN/hsa-miR-199a-5p:PHF20/hsa-miR-199a-5p:PLXND1/hsa-miR-199a-5p:PPFIBP1/hsa-miR-199a-5p:PTX3/hsa-miR-199a-5p:QRSL1/hsa-miR-199a-5p:RGS10/hsa-miR-199a-5p:ROCK1/hsa-miR-199a-5p:RTN4IP1/hsa-miR-199a-5p:SEMA6A/hsa-miR-199a-5p:SLC1A5/hsa-miR-199a-5p:SLC26A4/hsa-miR-199a-5p:SLC45A3/hsa-miR-199a-5p:SMOC2/hsa-miR-199a-5p:STAC/hsa-miR-199a-5p:STARD7/hsa-miR-199a-5p:TBC1D8/hsa-miR-199a-5p:TCP10L/hsa-miR-199a-5p:TGFB2/hsa-miR-199a-5p:VPS13A/hsa-miR-199a-5p:WBP11/hsa-miR-199a-5p:ZC3H12C"
"cl81_chr1"	"1"	"down"	"down"	"3"	"hsa-miR-199a-5p/hsa-miR-199a-3p/hsa-miR-214-5p/hsa-miR-214-3p/hsa-miR-3120-3p/hsa-miR-3120-5p"	"hsa-miR-199a-3p:ADAMTSL3/hsa-miR-199a-3p:CBLB/hsa-miR-199a-3p:CRIM1/hsa-miR-199a-3p:DLX2/hsa-miR-199a-3p:GOLIM4/hsa-miR-199a-3p:KLF12/hsa-miR-199a-3p:MAP3K4/hsa-miR-199a-3p:NLK/hsa-miR-199a-3p:SEMA3A/hsa-miR-199a-3p:TGIF2/hsa-miR-199a-3p:ZEB1/hsa-miR-199a-5p:ADAMTSL3/hsa-miR-199a-5p:ANK3/hsa-miR-199a-5p:BTBD3/hsa-miR-199a-5p:GANAB/hsa-miR-199a-5p:GPR180/hsa-miR-199a-5p:LAMC1/hsa-miR-199a-5p:LYRM2/hsa-miR-199a-5p:NLK/hsa-miR-199a-5p:OSR1/hsa-miR-199a-5p:OTX1/hsa-miR-199a-5p:PDPN/hsa-miR-199a-5p:PLXND1/hsa-miR-199a-5p:PPFIBP1/hsa-miR-199a-5p:RGS10/hsa-miR-199a-5p:ROCK1/hsa-miR-199a-5p:SEMA6A/hsa-miR-199a-5p:TBC1D8"
"cl81_chr1"	"2"	"up"	"up"	"2"	"hsa-miR-199a-5p/hsa-miR-199a-3p/hsa-miR-214-5p/hsa-miR-214-3p/hsa-miR-3120-3p/hsa-miR-3120-5p"	"hsa-miR-199a-3p:CALU/hsa-miR-199a-3p:CCDC85C/hsa-miR-199a-3p:EDEM3/hsa-miR-199a-3p:EML4/hsa-miR-199a-3p:GALNT7/hsa-miR-199a-3p:HYOU1/hsa-miR-199a-3p:MMAB/hsa-miR-199a-3p:NUFIP2/hsa-miR-199a-3p:PPP2R2A/hsa-miR-199a-3p:SLC20A2/hsa-miR-199a-3p:SPTLC2/hsa-miR-199a-3p:STC2/hsa-miR-199a-3p:TEAD1/hsa-miR-199a-3p:TSPAN3/hsa-miR-199a-5p:ADPRH/hsa-miR-199a-5p:ARL4A/hsa-miR-199a-5p:CACNA1S/hsa-miR-199a-5p:CCDC25/hsa-miR-199a-5p:CDCA7L/hsa-miR-199a-5p:CDKN1C/hsa-miR-199a-5p:CEP350/hsa-miR-199a-5p:DISC1/hsa-miR-199a-5p:DNAJC3/hsa-miR-199a-5p:DOCK9/hsa-miR-199a-5p:EPDR1/hsa-miR-199a-5p:FAM107B/hsa-miR-199a-5p:HDLBP/hsa-miR-199a-5p:HK2/hsa-miR-199a-5p:IMPG2/hsa-miR-199a-5p:KLF10/hsa-miR-199a-5p:MEF2D/hsa-miR-199a-5p:MTMR2/hsa-miR-199a-5p:NUFIP2/hsa-miR-199a-5p:PAX3/hsa-miR-199a-5p:PIGS/hsa-miR-199a-5p:PRPS2/hsa-miR-199a-5p:PTGS1/hsa-miR-199a-5p:RAB33A/hsa-miR-199a-5p:RHBDF2/hsa-miR-199a-5p:RHOQ/hsa-miR-199a-5p:RPL15/hsa-miR-199a-5p:RPL37A/hsa-miR-199a-5p:SERBP1/hsa-miR-199a-5p:SIPA1L2/hsa-miR-199a-5p:SLC16A1/hsa-miR-199a-5p:SNX6/hsa-miR-199a-5p:SRL/hsa-miR-199a-5p:SURF4/hsa-miR-199a-5p:TMEM123/hsa-miR-199a-5p:TNK1/hsa-miR-199a-5p:TSPAN3/hsa-miR-199a-5p:TUBB6/hsa-miR-199a-5p:XPOT/hsa-miR-199a-5p:ZNF516"
"cl81_chr1"	"2"	"up"	"down"	"2"	"hsa-miR-199a-5p/hsa-miR-199a-3p/hsa-miR-214-5p/hsa-miR-214-3p/hsa-miR-3120-3p/hsa-miR-3120-5p"	"hsa-miR-199a-3p:ARHGEF12/hsa-miR-199a-3p:C20orf194/hsa-miR-199a-3p:C6orf62/hsa-miR-199a-3p:CDK5R1/hsa-miR-199a-3p:CELF2/hsa-miR-199a-3p:CHKA/hsa-miR-199a-3p:DTNA/hsa-miR-199a-3p:EBF1/hsa-miR-199a-3p:ERBB4/hsa-miR-199a-3p:FBXO28/hsa-miR-199a-3p:IPPK/hsa-miR-199a-3p:LIN28B/hsa-miR-199a-3p:MED12L/hsa-miR-199a-3p:MMP24/hsa-miR-199a-3p:NID2/hsa-miR-199a-3p:PGRMC2/hsa-miR-199a-3p:RABGAP1/hsa-miR-199a-3p:RAPH1/hsa-miR-199a-3p:SNN/hsa-miR-199a-3p:TAOK1/hsa-miR-199a-3p:TULP4/hsa-miR-199a-5p:A2ML1/hsa-miR-199a-5p:ARHGEF12/hsa-miR-199a-5p:ATP13A2/hsa-miR-199a-5p:BRPF3/hsa-miR-199a-5p:C7orf33/hsa-miR-199a-5p:CD200/hsa-miR-199a-5p:CDH1/hsa-miR-199a-5p:CELF2/hsa-miR-199a-5p:CLEC2D/hsa-miR-199a-5p:CNOT6L/hsa-miR-199a-5p:COG6/hsa-miR-199a-5p:DPP6/hsa-miR-199a-5p:DRP2/hsa-miR-199a-5p:EPB41L1/hsa-miR-199a-5p:ERBB4/hsa-miR-199a-5p:FBXO28/hsa-miR-199a-5p:FBXO30/hsa-miR-199a-5p:FBXO9/hsa-miR-199a-5p:FKBP15/hsa-miR-199a-5p:GALE/hsa-miR-199a-5p:GATAD2B/hsa-miR-199a-5p:GPR107/hsa-miR-199a-5p:HDAC9/hsa-miR-199a-5p:JPH3/hsa-miR-199a-5p:KIF1B/hsa-miR-199a-5p:KL/hsa-miR-199a-5p:KLHL29/hsa-miR-199a-5p:KRAS/hsa-miR-199a-5p:LMX1A/hsa-miR-199a-5p:MACF1/hsa-miR-199a-5p:MAP2/hsa-miR-199a-5p:MAPK9/hsa-miR-199a-5p:MMP15/hsa-miR-199a-5p:NAPB/hsa-miR-199a-5p:NBEA/hsa-miR-199a-5p:NCOA7/hsa-miR-199a-5p:NTRK3/hsa-miR-199a-5p:PDIK1L/hsa-miR-199a-5p:PEX3/hsa-miR-199a-5p:PHF12/hsa-miR-199a-5p:PURG/hsa-miR-199a-5p:RAB36/hsa-miR-199a-5p:RAB8B/hsa-miR-199a-5p:RASGEF1C/hsa-miR-199a-5p:RBM24/hsa-miR-199a-5p:RIMS1/hsa-miR-199a-5p:SLC10A4/hsa-miR-199a-5p:SLC16A7/hsa-miR-199a-5p:SLITRK2/hsa-miR-199a-5p:SNN/hsa-miR-199a-5p:SOX4/hsa-miR-199a-5p:SS18L1/hsa-miR-199a-5p:ST18/hsa-miR-199a-5p:STX12/hsa-miR-199a-5p:SYN2/hsa-miR-199a-5p:TAOK1/hsa-miR-199a-5p:TBC1D12/hsa-miR-199a-5p:TBC1D14/hsa-miR-199a-5p:TULP3/hsa-miR-199a-5p:ZBTB38/hsa-miR-199a-5p:ZBTB8A/hsa-miR-199a-5p:ZNF215/hsa-miR-199a-5p:ZNF329/hsa-miR-199a-5p:ZNF440/hsa-miR-199a-5p:ZNF527/hsa-miR-199a-5p:ZNF641"
"cl81_chr1"	"2"	"up"	"down"	"3"	"hsa-miR-199a-5p/hsa-miR-199a-3p/hsa-miR-214-5p/hsa-miR-214-3p/hsa-miR-3120-3p/hsa-miR-3120-5p"	"hsa-miR-199a-3p:ARHGEF12/hsa-miR-199a-3p:C6orf62/hsa-miR-199a-3p:CDK5R1/hsa-miR-199a-3p:DTNA/hsa-miR-199a-3p:ERBB4/hsa-miR-199a-3p:IPPK/hsa-miR-199a-3p:LIN28B/hsa-miR-199a-3p:MED12L/hsa-miR-199a-3p:NID2/hsa-miR-199a-3p:RAPH1/hsa-miR-199a-3p:SNN/hsa-miR-199a-3p:TAOK1/hsa-miR-199a-3p:TULP4/hsa-miR-199a-5p:EPB41L1/hsa-miR-199a-5p:HDAC9/hsa-miR-199a-5p:JPH3/hsa-miR-199a-5p:KIF1B/hsa-miR-199a-5p:KL/hsa-miR-199a-5p:RBM24/hsa-miR-199a-5p:RIMS1/hsa-miR-199a-5p:SOX4/hsa-miR-199a-5p:TBC1D14/hsa-miR-199a-5p:ZNF329/hsa-miR-199a-5p:ZNF440"
"cl96_chr1"	"1"	"up"	"down"	"2"	"hsa-miR-215/hsa-miR-194-5p"	"hsa-miR-215:ADAMTSL3/hsa-miR-215:ADCY7/hsa-miR-215:ARHGAP19/hsa-miR-215:BYSL/hsa-miR-215:BZW2/hsa-miR-215:CCDC89/hsa-miR-215:COL3A1/hsa-miR-215:CYYR1/hsa-miR-215:DEK/hsa-miR-215:DPY19L3/hsa-miR-215:ENC1/hsa-miR-215:FKBP9/hsa-miR-215:FMO2/hsa-miR-215:GLP1R/hsa-miR-215:HACE1/hsa-miR-215:LPP/hsa-miR-215:NCAM1/hsa-miR-215:NGFR/hsa-miR-215:NID1/hsa-miR-215:NOTCH2/hsa-miR-215:PABPC4/hsa-miR-215:PAPPA2/hsa-miR-215:PDE5A/hsa-miR-215:PPP2R2C/hsa-miR-215:PRKD3/hsa-miR-215:PRPF4B/hsa-miR-215:PTGFR/hsa-miR-215:QRSL1/hsa-miR-215:RAB3GAP2/hsa-miR-215:RPL4/hsa-miR-215:RPL7L1/hsa-miR-215:SEMA3A/hsa-miR-215:TBC1D22B/hsa-miR-215:TBC1D8/hsa-miR-215:TRERF1/hsa-miR-215:UBA52/hsa-miR-215:ZBTB24/hsa-miR-215:ZNF24"
"cl96_chr1"	"2"	"down"	"up"	"2"	"hsa-miR-215/hsa-miR-194-5p"	"hsa-miR-215:ADPRH/hsa-miR-215:ARL4C/hsa-miR-215:CCDC25/hsa-miR-215:CD28/hsa-miR-215:COL5A1/hsa-miR-215:COL8A2/hsa-miR-215:CRTAP/hsa-miR-215:CRX/hsa-miR-215:DISC1/hsa-miR-215:DYRK2/hsa-miR-215:DYRK3/hsa-miR-215:EIF5A2/hsa-miR-215:FLNC/hsa-miR-215:FNDC3B/hsa-miR-215:FRMPD2/hsa-miR-215:KCNJ5/hsa-miR-215:LZTFL1/hsa-miR-215:MIPOL1/hsa-miR-215:MSN/hsa-miR-215:MYO3B/hsa-miR-215:NUBPL/hsa-miR-215:PKP4/hsa-miR-215:RHOBTB3/hsa-miR-215:SERBP1/hsa-miR-215:SF3A3/hsa-miR-215:TMED10/hsa-miR-215:USP45/hsa-miR-215:ZC3HAV1"
"cl96_chr1"	"2"	"down"	"up"	"3"	"hsa-miR-215/hsa-miR-194-5p"	"hsa-miR-215:ARL4C/hsa-miR-215:COL5A1/hsa-miR-215:DYRK3/hsa-miR-215:FNDC3B/hsa-miR-215:MIPOL1/hsa-miR-215:MSN/hsa-miR-215:PKP4"
"cl96_chr1"	"2"	"down"	"up"	"4"	"hsa-miR-215/hsa-miR-194-5p"	"hsa-miR-215:FNDC3B/hsa-miR-215:MIPOL1/hsa-miR-215:PKP4"
"cl343_chr14"	"1"	"down"	"up"	"2"	"hsa-miR-342-5p/hsa-miR-342-3p/hsa-miR-151b"	"hsa-miR-342-3p:AACS/hsa-miR-342-3p:ABL2/hsa-miR-342-3p:AK5/hsa-miR-342-3p:ALCAM/hsa-miR-342-3p:ANKRD12/hsa-miR-342-3p:ATP6V0A1/hsa-miR-342-3p:ATPAF1/hsa-miR-342-3p:CABP4/hsa-miR-342-3p:CCDC68/hsa-miR-342-3p:CHL1/hsa-miR-342-3p:CLCNKB/hsa-miR-342-3p:CMTM4/hsa-miR-342-3p:COL2A1/hsa-miR-342-3p:CPEB4/hsa-miR-342-3p:CRB2/hsa-miR-342-3p:DDX25/hsa-miR-342-3p:DKK2/hsa-miR-342-3p:DNM3/hsa-miR-342-3p:DSC2/hsa-miR-342-3p:DSE/hsa-miR-342-3p:EPHA3/hsa-miR-342-3p:EPHA4/hsa-miR-342-3p:FAM89A/hsa-miR-342-3p:FUT1/hsa-miR-342-3p:FZD6/hsa-miR-342-3p:GAPVD1/hsa-miR-342-3p:GJA3/hsa-miR-342-3p:GPR63/hsa-miR-342-3p:HFE/hsa-miR-342-3p:HIP1/hsa-miR-342-3p:HIPK1/hsa-miR-342-3p:HOOK1/hsa-miR-342-3p:IFFO2/hsa-miR-342-3p:IQSEC2/hsa-miR-342-3p:KCNA1/hsa-miR-342-3p:KCTD5/hsa-miR-342-3p:LGR5/hsa-miR-342-3p:LPIN1/hsa-miR-342-3p:LRP8/hsa-miR-342-3p:MAF/hsa-miR-342-3p:MAN2A2/hsa-miR-342-3p:MED8/hsa-miR-342-3p:MLLT6/hsa-miR-342-3p:MTMR7/hsa-miR-342-3p:NMNAT2/hsa-miR-342-3p:NPAS2/hsa-miR-342-3p:NUDT10/hsa-miR-342-3p:OSBPL3/hsa-miR-342-3p:P4HA2/hsa-miR-342-3p:PFN2/hsa-miR-342-3p:PITPNM2/hsa-miR-342-3p:PKDREJ/hsa-miR-342-3p:PRR5/hsa-miR-342-3p:RAB14/hsa-miR-342-3p:RAB39B/hsa-miR-342-3p:RSBN1/hsa-miR-342-3p:SLC22A5/hsa-miR-342-3p:SLC4A10/hsa-miR-342-3p:SOCS2/hsa-miR-342-3p:SORBS1/hsa-miR-342-3p:SPOCK2/hsa-miR-342-3p:STIM2/hsa-miR-342-3p:SUMF1/hsa-miR-342-3p:SV2A/hsa-miR-342-3p:SYNPO2L/hsa-miR-342-3p:SYT4/hsa-miR-342-3p:TBR1/hsa-miR-342-3p:TGFA/hsa-miR-342-3p:TLE1/hsa-miR-342-3p:TMEM19/hsa-miR-342-3p:TNRC6C/hsa-miR-342-3p:UBTF/hsa-miR-342-3p:USH1G/hsa-miR-342-3p:VAMP4/hsa-miR-342-3p:ZDHHC22/hsa-miR-342-3p:ZFHX4/hsa-miR-342-3p:ZNF462/hsa-miR-342-3p:ZNRF3/hsa-miR-342-5p:AMIGO1/hsa-miR-342-5p:ATP1B2/hsa-miR-342-5p:CNIH2/hsa-miR-342-5p:DLX4/hsa-miR-342-5p:NCDN/hsa-miR-342-5p:NRXN2/hsa-miR-342-5p:PDE1B/hsa-miR-342-5p:PTPRO"
